collection,link
"The Ballad of Sexual Dependency, 1979/2001, Nan Goldin",https://www.artic.edu/artworks/187155/the-ballad-of-sexual-dependency
"Triptych with Scenes from the Life of Christ, 1350/75",https://www.artic.edu/artworks/25332/triptych-with-scenes-from-the-life-of-christ
"Chalk-Mirror Displacement, 1969, Robert Smithson",https://www.artic.edu/artworks/93345/chalk-mirror-displacement
"Monk (Mönch), 1997/99, Katharina Fritsch",https://www.artic.edu/artworks/154232/monk-monch
"Tanktotem I, 1952, David Smith",https://www.artic.edu/artworks/79379/tanktotem-i
"Evening Snow on a Floss Shaper (Nurioke no bosetsu), from the series “Eight Views of the Parlor (Zashiki hakkei)”, c. 1766, Suzuki Harunobu",https://www.artic.edu/artworks/88977/evening-snow-on-a-floss-shaper-nurioke-no-bosetsu-from-the-series-eight-views-of-the-parlor-zashiki-hakkei
"The Young Emperor Akbar Arrests the Insolent Shah Abu’l-Maali, page from a manuscript of the Akbarnama, , c. 1590/95, Basawan",https://www.artic.edu/artworks/76816/the-young-emperor-akbar-arrests-the-insolent-shah-abu-l-maali-page-from-a-manuscript-of-the-akbarnama
"Untitled, 1958, Clyfford Still",https://www.artic.edu/artworks/146991/untitled
"Mère Grégoire, 1855 and 1857/59, Gustave Courbet",https://www.artic.edu/artworks/4428/mere-gregoire
"Spanish Dancer, 1920s, Natalia Goncharova",https://www.artic.edu/artworks/37368/spanish-dancer
"Art Institute of Chicago II, Chicago, 1990, Thomas Struth",https://www.artic.edu/artworks/117271/art-institute-of-chicago-ii-chicago
"Husking Bee, Island of Nantucket, 1876, Eastman Johnson",https://www.artic.edu/artworks/81564/husking-bee-island-of-nantucket
"Gian Lodovico Madruzzo, 1551/52, Giovanni Battista Moroni",https://www.artic.edu/artworks/4081/gian-lodovico-madruzzo
"Equestrienne, Tang dynasty (A.D. 618–907), c. 725/750",https://www.artic.edu/artworks/35376/equestrienne
"Vessel of the Dancing Lords, A.D. 750/800, Ah Maxam",https://www.artic.edu/artworks/65290/vessel-of-the-dancing-lords
"The Plough and the Song, 1946–47, Arshile Gorky",https://www.artic.edu/artworks/16964/the-plough-and-the-song
"Spindle Cube Chair, 1902/6, Frank Lloyd Wright",https://www.artic.edu/artworks/190558/spindle-cube-chair
"Object, 1936, Claude Cahun",https://www.artic.edu/artworks/189807/object
"Arrangement in Flesh Color and Brown: Portrait of Arthur Jerome Eddy, 1894, James McNeill Whistler",https://www.artic.edu/artworks/8958/arrangement-in-flesh-color-and-brown-portrait-of-arthur-jerome-eddy
"Skyscraper Cabinet, c. 1927, Paul Theodore Frankl",https://www.artic.edu/artworks/151371/skyscraper-cabinet
"Juan Soriano De Lacandón, 1964, Leonora Carrington",https://www.artic.edu/artworks/118661/juan-soriano-de-lacandon
"Rodeo, 1971, Brice Marden",https://www.artic.edu/artworks/146988/rodeo
"Processional Cross with Saint Mary Magdalene and a Blessed Hermit, 1392/95, Lorenzo Monaco",https://www.artic.edu/artworks/16231/processional-cross-with-saint-mary-magdalene-and-a-blessed-hermit
"Candida and Her Mother, Celia, II, 1994, Dawoud Bey",https://www.artic.edu/artworks/160201/candida-and-her-mother-celia-ii
"Yang Pu Moving His Family, Yuan dynasty (1279–1368)",https://www.artic.edu/artworks/76279/yang-pu-moving-his-family
"Reliquary Casket of Saints Adrian and Natalia, 1100/50",https://www.artic.edu/artworks/46230/reliquary-casket-of-saints-adrian-and-natalia
"Corallo Chair, 2006, Campana Brothers",https://www.artic.edu/artworks/188845/corallo-chair
"Interrelation of Volumes from the Ellipsoid, 1926, Georges Vantongerloo",https://www.artic.edu/artworks/118746/interrelation-of-volumes-from-the-ellipsoid
"Saint Michael and the Devil, 1475/1500",https://www.artic.edu/artworks/184324/saint-michael-and-the-devil
"The Frugal Meal, from The Saltimbanques, September 1904, Pablo Picasso",https://www.artic.edu/artworks/18709/the-frugal-meal-from-the-saltimbanques
"Sideboard, Designed 1867, made c. 1876, Edward William Godwin",https://www.artic.edu/artworks/186047/sideboard
"Fragment (Hanging), Roman period (30 B.C.– 641 A.D.), 5th/6th century, Coptic",https://www.artic.edu/artworks/99602/fragment-hanging
"The Beginning, 1946, Barnett Newman",https://www.artic.edu/artworks/73417/the-beginning
"Black and White, 1953, Lee Krasner",https://www.artic.edu/artworks/131385/black-and-white
"Chair (Kiti Cha Enzi), 19th century, Swahili",https://www.artic.edu/artworks/183077/chair-kiti-cha-enzi
"Mrs. Jens Wolff, 1803/15, Sir Thomas Lawrence",https://www.artic.edu/artworks/4773/mrs-jens-wolff
"Untitled #12, 1977, Agnes Martin",https://www.artic.edu/artworks/89403/untitled-12
"Caryatid Drum (Pinge), 1930/50, Senufo",https://www.artic.edu/artworks/111401/caryatid-drum-pinge
"Pastoral Scene, 1740, Giovanni Battista Piazzetta",https://www.artic.edu/artworks/23333/pastoral-scene
"Head, Mid–/late 19th century, Fang",https://www.artic.edu/artworks/187528/head
"Portrait of Virgil Thomson, 1930, Florine Stettheimer",https://www.artic.edu/artworks/49686/portrait-of-virgil-thomson
"Untitled, 1928, Yves Tanguy",https://www.artic.edu/artworks/72728/untitled
"Two Cows and a Young Bull beside a Fence in a Meadow, 1647, Paulus Potter",https://www.artic.edu/artworks/146953/two-cows-and-a-young-bull-beside-a-fence-in-a-meadow
"Wine Cistern, 1553, Francesco Durantino",https://www.artic.edu/artworks/25853/wine-cistern
"Portrait of a Man in Costume, 1768/70, Jean Honoré Fragonard",https://www.artic.edu/artworks/93900/portrait-of-a-man-in-costume
"Perilous Night, 1982, Jasper Johns",https://www.artic.edu/artworks/90300/perilous-night
"Christ Carrying the Cross, about 1515/1517, Sebastiano del Piombo",https://www.artic.edu/artworks/234781/christ-carrying-the-cross
"Watchtower with Geese (Hochsitz mit Gänsen), 1987/88, Sigmar Polke",https://www.artic.edu/artworks/76054/watchtower-with-geese-hochsitz-mit-gansen
"Explosion at Sea, 1966, Vija Celmins",https://www.artic.edu/artworks/146905/explosion-at-sea
"Minnie, 1974, Ed Paschke",https://www.artic.edu/artworks/97402/minnie
"The Night is Stirring (La nuit remue), 1956, Wou-Ki Zao",https://www.artic.edu/artworks/15563/the-night-is-stirring-la-nuit-remue
"System of Architectural Ornament, Plate 16, Impromptu!, 1922, Louis H. Sullivan",https://www.artic.edu/artworks/131541/system-of-architectural-ornament-plate-16-impromptu
"A Monumental Portrait of a Monkey, c. 1705–1710",https://www.artic.edu/artworks/210511/a-monumental-portrait-of-a-monkey
"Georgia O’Keeffe—Hands and Thimble, 1919, Alfred Stieglitz",https://www.artic.edu/artworks/66434/georgia-o-keeffe-hands-and-thimble
"Ewer, c. 1745, Real Fabbrica della porcellana di Capodimonte",https://www.artic.edu/artworks/6596/ewer
"Chaekgeori, late 19th -early 20th century",https://www.artic.edu/artworks/185180/chaekgeori
"Cabinet, About 1640, Adam Eck",https://www.artic.edu/artworks/34116/cabinet
"Henry Ossawa Tanner, 1891/96, Hermann Dudley Murphy",https://www.artic.edu/artworks/11393/henry-ossawa-tanner
"Mrs. Andrew Bedford Bankson and Son, Gunning Bedford Bankson, 1803/5, Joshua Johnson",https://www.artic.edu/artworks/150054/mrs-andrew-bedford-bankson-and-son-gunning-bedford-bankson
"Young Bull, c. 1496, erroneously inscribed in another hand 1508, Albrecht Dürer",https://www.artic.edu/artworks/23506/young-bull
"Alabama Cotton Tenant Farmer’s Wife, 1936, printed c. 1962, Walker Evans",https://www.artic.edu/artworks/13720/alabama-cotton-tenant-farmer-s-wife
"Self-Portrait in a Fur Cap, 1765/68, Joseph Wright of Derby",https://www.artic.edu/artworks/76295/self-portrait-in-a-fur-cap
"Self-Portrait with a Visor, c. 1776, Jean Baptiste Siméon Chardin",https://www.artic.edu/artworks/102131/self-portrait-with-a-visor
"Self-Portrait of My Sister, 1941, Gertrude Abercrombie",https://www.artic.edu/artworks/198809/self-portrait-of-my-sister
"Relaxing in the Shade, c. 1933, Yamakawa Shûhô",https://www.artic.edu/artworks/156474/relaxing-in-the-shade
"Woodman (Waldarbeiter), 1969, Georg Baselitz",https://www.artic.edu/artworks/68823/woodman-waldarbeiter
"Big River, from the Rancherie, Mendocino, California, 1863, Carleton Watkins",https://www.artic.edu/artworks/63554/big-river-from-the-rancherie-mendocino-california
"L’Estaque, c. 1910, Émilie Charmy",https://www.artic.edu/artworks/9010/l-estaque
"Ritual Cache, 1300/1400, Salado",https://www.artic.edu/artworks/55249/ritual-cache
"Mirror #3 (Six Panels), 1971, Roy Lichtenstein",https://www.artic.edu/artworks/184362/mirror-3-six-panels
"Feathered Tunic, 1470/1532, Chimú",https://www.artic.edu/artworks/85533/feathered-tunic
"The Garden of Palazzo Contarini dal Zaffo, late 1770s, Francesco Guardi",https://www.artic.edu/artworks/111610/the-garden-of-palazzo-contarini-dal-zaffo
"Albino, 1986, Marlene Dumas",https://www.artic.edu/artworks/160222/albino
"Coffer, 1700/20, André Charles Boulle",https://www.artic.edu/artworks/156442/coffer
"Portrait of Otto Mueller, 1915, Ernst Ludwig Kirchner",https://www.artic.edu/artworks/72726/portrait-of-otto-mueller
"Seated Female Nude, 1660/62, Rembrandt van Rijn",https://www.artic.edu/artworks/90536/seated-female-nude
"Seated Nude, 1922–29, cast 1951, Henri Matisse",https://www.artic.edu/artworks/7124/seated-nude
"Green and Blue: The Dancer, c. 1893, James McNeill Whistler",https://www.artic.edu/artworks/111164/green-and-blue-the-dancer
"Cabinet, 1878/80, Herter Brothers",https://www.artic.edu/artworks/105105/cabinet
"Funerary Urn (Hunping), Western Jin dynasty (A.D. 265–316), late 3rd century",https://www.artic.edu/artworks/70003/funerary-urn-hunping
"Crouching Woman, 1827, Eugène Delacroix",https://www.artic.edu/artworks/76779/crouching-woman
"Landscape, 2002, Li Huayi",https://www.artic.edu/artworks/183277/landscape
"Group Pilgrimage to the Jizo Nun, 1755/65, Ike Taiga",https://www.artic.edu/artworks/185222/group-pilgrimage-to-the-jizo-nun
"In Memory of My Father, 1976, Sylvia Plimack Mangold",https://www.artic.edu/artworks/199002/in-memory-of-my-father
"Portrait of Mary Adeline Williams, 1899, Thomas Eakins",https://www.artic.edu/artworks/31285/portrait-of-mary-adeline-williams
"Lever #1, 1988/89, Martin Puryear",https://www.artic.edu/artworks/90443/lever-1
"Mondrian’s Glasses and Pipe, 1926, André Kertész",https://www.artic.edu/artworks/50157/mondrian-s-glasses-and-pipe
"Small Town by Day (Badische Kleinstadt bei Tage), 1922–23, Georg Scholz",https://www.artic.edu/artworks/234972/small-town-by-day-badische-kleinstadt-bei-tage
"Horse and Rider, 1630, Hans Ludwig Kienle",https://www.artic.edu/artworks/181145/horse-and-rider
"The actor Bando Mitsugoro II as Ishii Genzo, 1794, Tôshûsai Sharaku",https://www.artic.edu/artworks/89856/the-actor-bando-mitsugoro-ii-as-ishii-genzo
"The Emperor Sailing, from The Story of the Emperor of China, 1716/22, Guy-Louis Vernansal",https://www.artic.edu/artworks/189775/the-emperor-sailing-from-the-story-of-the-emperor-of-china
"The Sick Child I, 1896, Edvard Munch",https://www.artic.edu/artworks/160144/the-sick-child-i
"Sur, Long Island City, New York, 2005, Hernan Diaz Alonso",https://www.artic.edu/artworks/188540/sur-long-island-city-new-york
"Richard Bill, 1733, John Smibert",https://www.artic.edu/artworks/49702/richard-bill
"Talismanic Textile, Late 19th/early 20th century",https://www.artic.edu/artworks/155969/talismanic-textile
"Maize and Cockscombs, mid 17th century, Tawaraya Sôtatsu",https://www.artic.edu/artworks/11272/maize-and-cockscombs
"Legends of the Yuzu Nembutsu Sect, 14th century",https://www.artic.edu/artworks/56731/legends-of-the-yuzu-nembutsu-sect
"Storage Jar with Horizontal Bands of Interlocking Scrolls, A.D. 875/1130, Ancestral Pueblo (Anasazi)",https://www.artic.edu/artworks/51185/storage-jar-with-horizontal-bands-of-interlocking-scrolls
"Dead Fish, Salton Sea, 1983, printed 2006, Richard Misrach",https://www.artic.edu/artworks/191454/dead-fish-salton-sea
"The Letter, or The Spanish Conversation, c. 1778, Jean Honoré Fragonard",https://www.artic.edu/artworks/52736/the-letter-or-the-spanish-conversation
"Composition, 1936–37, Maria Helena Vieira da Silva",https://www.artic.edu/artworks/53001/composition
"Tiered Offering Mandala of the Goddess of Wealth (Vasudhara), 19th century",https://www.artic.edu/artworks/58540/tiered-offering-mandala-of-the-goddess-of-wealth-vasudhara
"Khee II, 1978, Jack Whitten",https://www.artic.edu/artworks/218612/khee-ii
"Head of a Luohan, Northern Song, Liao, or Jin dynasty, c. 11th century",https://www.artic.edu/artworks/88724/head-of-a-luohan
"Mirror Frame with Tree of Life Motif, 17th/18th century",https://www.artic.edu/artworks/34286/mirror-frame-with-tree-of-life-motif
"Fourth of July, Jay, New York, 1954, Robert Frank",https://www.artic.edu/artworks/87163/fourth-of-july-jay-new-york
"Miss E. Knows, 1967, Jim Nutt",https://www.artic.edu/artworks/35198/miss-e-knows
"Woman’s Robe, 1840/60",https://www.artic.edu/artworks/185619/woman-s-robe
"Fall-Front Desk, c. 1810",https://www.artic.edu/artworks/50330/fall-front-desk
"Rodin, Le Penseur, 1902, Edward Steichen",https://www.artic.edu/artworks/66683/rodin-le-penseur
"Washbowl, 1925, Edward Weston",https://www.artic.edu/artworks/70739/washbowl
"The Old Savoyard, c. 1715, Jean Antoine Watteau",https://www.artic.edu/artworks/20432/the-old-savoyard
"Cow Suckling a Calf, About 9th century",https://www.artic.edu/artworks/153244/cow-suckling-a-calf
"The Pheasants from the “Verdures of the Vatican” Series, c. 1799, Jean-Demosthene Dugourc",https://www.artic.edu/artworks/52679/the-pheasants-from-the-verdures-of-the-vatican-series
"General Andrew Jackson, 1819, William Rush",https://www.artic.edu/artworks/104094/general-andrew-jackson
"Vase (Maebyong) with Clouds, Flying Cranes, and Children amid Willows, Goryeo dynasty (918–1392), late 12th century",https://www.artic.edu/artworks/73216/vase-maebyong-with-clouds-flying-cranes-and-children-amid-willows
"Cope, 1490/1517, with later restoration",https://www.artic.edu/artworks/36132/cope
"Two Plant Specimens, 1839, William Henry Fox Talbot",https://www.artic.edu/artworks/38930/two-plant-specimens
"Oonagh MacCumhail: The Case of the Entered Novitiate, 2002, Matthew Barney",https://www.artic.edu/artworks/181774/oonagh-maccumhail-the-case-of-the-entered-novitiate
"Mr. and Mrs. Herbert A. Jacobs House, Middleton, Wisconsin, Perspective, 1944, Frank Lloyd Wright",https://www.artic.edu/artworks/144272/mr-and-mrs-herbert-a-jacobs-house-middleton-wisconsin-perspective
"Untitled, c. 1955, Robert Rauschenberg",https://www.artic.edu/artworks/229354/untitled
"Sideboard, 1868/80, Daniel Pabst",https://www.artic.edu/artworks/184672/sideboard
"Cornelius Allerton, 1821/22, Ammi Phillips",https://www.artic.edu/artworks/55706/cornelius-allerton
"Waters Above the Firmament, 1976, Lenore Tawney",https://www.artic.edu/artworks/109686/waters-above-the-firmament
"Furisode, late Edo period (1789–1868), 1801/1868",https://www.artic.edu/artworks/150739/furisode
"Untitled #88, 1981, Cindy Sherman",https://www.artic.edu/artworks/110634/untitled-88
"Monogram, 1984, Louise Lawler",https://www.artic.edu/artworks/187165/monogram
"Rock Crest/Rock Glen: Perspective Rendering, c. 1912, Walter Burley Griffin",https://www.artic.edu/artworks/71829/rock-crest-rock-glen-perspective-rendering
"Involvement Series, 1968, Wanda Pimentel",https://www.artic.edu/artworks/234433/involvement-series
"Mohnköpfe (Poppyheads) (Dress or Furnishing Fabric), 1900, Koloman (Kolo) Moser",https://www.artic.edu/artworks/64884/mohnkopfe-poppyheads-dress-or-furnishing-fabric
"Manxman Pianoforte, 1897, Mackay Hugh Baillie Scott",https://www.artic.edu/artworks/103943/manxman-pianoforte
"Untitled, 1923, El Lissitzky",https://www.artic.edu/artworks/119454/untitled
"Tall-Case Clock, c. 1906, Josef Hoffmann",https://www.artic.edu/artworks/107300/tall-case-clock
"Honey-Pop Armchair, 2001, Tokujin Yoshioka",https://www.artic.edu/artworks/191197/honey-pop-armchair
"Tankard (Hanap) with Tulips, Hyacinths, Roses, and Carnations, Ottoman dynasty (1299–1923), late 16th century, Islamic",https://www.artic.edu/artworks/69109/tankard-hanap-with-tulips-hyacinths-roses-and-carnations
"Fragment (Dress Fabric), Tang dynasty (A.D. 618–906), late 8th/early 9th century",https://www.artic.edu/artworks/149681/fragment-dress-fabric
"Tall Clock, 1912, George Grant Elmslie",https://www.artic.edu/artworks/36161/tall-clock
"Wall Clock, 1735/40, Jean Pierre Latz",https://www.artic.edu/artworks/57819/wall-clock
"Finnish Painting, 2015, William Pope.L",https://www.artic.edu/artworks/229866/finnish-painting
"River City, Aerial Perspective, 1979, Bertrand Goldberg",https://www.artic.edu/artworks/190224/river-city-aerial-perspective
"Gaming Set, c. 1735, Du Paquier Porcelain Manufactory",https://www.artic.edu/artworks/126981/gaming-set
"Kneeling Figure, late 2nd millennium B.C.",https://www.artic.edu/artworks/70207/kneeling-figure
